month,track_id,spotify_streams,spotify_revenue,youtube_streams,youtube_revenue,apple_streams,apple_revenue,publishing_revenue,neighboring_rights_revenue,sync_revenue,other_revenue,total_revenue
2023-06,TRK_H_039,104062,208.13,109533,219.07,61440,122.88,,41.02,16.02,57.31,664.43
2023-06,TRK_H_040,16319,32.64,16605,33.21,8838,17.68,,5.71,2.31,8.18,99.73
2023-07,TRK_H_001,548761,1097.52,567058,1134.12,275285,550.57,,187.34,80.95,283.63,3334.13
2023-07,TRK_H_002,438691,877.38,415735,831.47,195643,391.29,,133.26,55.49,223.11,2512.0
2023-07,TRK_H_003,83577,167.16,79983,159.97,38873,77.75,,25.24,11.5,45.9,487.52
2023-07,TRK_H_004,79687,159.37,81457,162.91,40006,80.01,,27.82,10.5,42.38,482.99
2023-07,TRK_H_005,29267,58.54,33978,67.96,15839,31.68,,10.54,4.57,15.9,189.19
2023-07,TRK_H_006,78613,157.23,77803,155.61,36174,72.35,,24.33,10.18,46.03,465.73
2023-07,TRK_H_007,31136,62.27,28710,57.42,14034,28.07,,10.6,4.23,17.39,179.98
2023-07,TRK_H_008,43291,86.58,47765,95.53,21661,43.32,,15.58,5.47,23.96,270.44
2023-07,TRK_H_009,66929,133.86,62490,124.98,32434,64.87,,20.08,8.49,38.72,391.0
2023-07,TRK_H_010,66213,132.43,63295,126.59,34591,69.18,,24.48,9.7,37.16,399.54
2023-07,TRK_H_011,72519,145.04,70564,141.13,33938,67.88,,21.3,9.03,35.7,420.08
2023-07,TRK_H_012,70757,141.51,84302,168.6,35099,70.2,,27.93,11.04,41.5,460.78
2023-07,TRK_H_013,104672,209.35,96624,193.25,51887,103.77,,30.02,13.32,46.74,596.45
2023-07,TRK_H_014,35070,70.14,31950,63.9,16040,32.08,,11.53,4.26,17.47,199.38
2023-07,TRK_H_015,38760,77.52,45127,90.25,21953,43.91,,14.31,5.32,20.49,251.8
2023-07,TRK_H_016,32018,64.04,34074,68.15,17021,34.04,,11.34,4.37,19.16,201.1
2023-07,TRK_H_017,89679,179.36,85697,171.39,37594,75.19,,28.26,11.55,47.95,513.7
2023-07,TRK_H_018,26689,53.38,22652,45.3,11296,22.59,,8.71,3.04,14.43,147.45
2023-07,TRK_H_019,91715,183.43,92247,184.49,44777,89.56,,28.62,12.2,46.73,545.03
2023-07,TRK_H_020,49287,98.57,45023,90.05,23184,46.37,,14.24,5.9,23.3,278.43
2023-07,TRK_H_021,93467,186.94,87984,175.97,41623,83.25,,26.99,13.02,48.06,534.23
2023-07,TRK_H_022,55534,111.07,62227,124.46,30039,60.08,,20.36,8.09,34.13,358.19
2023-07,TRK_H_023,38221,76.44,36349,72.7,18286,36.57,,11.56,5.37,18.65,221.29
2023-07,TRK_H_024,77484,154.97,71599,143.2,35757,71.52,,25.66,8.7,34.86,438.91
2023-07,TRK_H_025,26022,52.05,29795,59.59,14857,29.72,,9.53,3.28,14.65,168.82
2023-07,TRK_H_026,61532,123.07,63475,126.95,29572,59.15,,20.92,8.31,29.49,367.89
2023-07,TRK_H_027,39002,78.0,36992,73.98,18462,36.92,,12.62,5.34,21.57,228.43
2023-07,TRK_H_028,59734,119.47,55100,110.2,31598,63.2,,21.58,8.32,30.17,352.94
2023-07,TRK_H_029,122831,245.66,107984,215.97,56386,112.77,,37.99,14.78,63.36,690.53
2023-07,TRK_H_030,27770,55.54,30320,60.64,13459,26.92,,8.84,4.02,13.89,169.85
2023-07,TRK_H_031,68479,136.96,82381,164.76,38771,77.54,,25.83,10.09,38.8,453.98
2023-07,TRK_H_032,55759,111.52,62041,124.08,29393,58.79,,18.71,7.44,33.23,353.77
2023-07,TRK_H_033,60941,121.88,53496,106.99,30350,60.7,,18.85,8.06,31.74,348.22
2023-07,TRK_H_034,96772,193.54,95452,190.9,41010,82.02,,30.72,11.3,49.84,558.32
2023-07,TRK_H_035,33659,67.32,37554,75.11,18707,37.42,,12.31,4.57,20.47,217.2
2023-07,TRK_H_036,65009,130.02,75642,151.28,34817,69.64,,22.01,10.0,39.44,422.39
2023-07,TRK_H_037,35319,70.64,36278,72.56,16695,33.39,,11.24,4.74,19.71,212.28
2023-07,TRK_H_038,35612,71.22,35547,71.1,18255,36.51,,11.75,4.34,18.41,213.33
2023-07,TRK_H_039,81494,162.99,73359,146.72,41948,83.9,,29.62,9.97,39.27,472.47
2023-07,TRK_H_040,23497,47.0,19855,39.71,10739,21.48,,7.41,2.69,11.83,130.12
2023-08,TRK_H_001,504945,1009.89,499779,999.56,240632,481.27,,148.78,66.73,227.37,2933.6
2023-08,TRK_H_002,454525,909.05,459034,918.07,231676,463.35,,147.77,60.09,218.91,2717.24
2023-08,TRK_H_003,80898,161.8,90751,181.5,39082,78.17,,30.1,11.11,47.63,510.31
2023-08,TRK_H_004,56987,113.98,57824,115.65,30169,60.34,,18.81,7.3,32.59,348.67
2023-08,TRK_H_005,25991,51.98,26695,53.39,13281,26.56,,9.44,3.71,14.04,159.12
2023-08,TRK_H_006,79754,159.51,93584,187.17,43453,86.91,,29.86,11.57,49.98,525.0
2023-08,TRK_H_007,21327,42.66,22563,45.13,12438,24.88,,7.5,3.15,12.47,135.79
2023-08,TRK_H_008,46018,92.04,43203,86.41,22647,45.3,,15.32,5.88,20.83,265.78
2023-08,TRK_H_009,70276,140.55,66979,133.96,31233,62.47,,22.84,8.4,35.42,403.64
2023-08,TRK_H_010,64040,128.08,71006,142.01,33608,67.22,,19.79,8.92,34.43,400.45
2023-08,TRK_H_011,57906,115.81,68615,137.23,33775,67.55,,19.87,7.92,35.91,384.29
2023-08,TRK_H_012,87969,175.94,94841,189.68,45060,90.12,,28.25,11.82,53.02,548.83
2023-08,TRK_H_013,98729,197.46,103766,207.53,46666,93.33,,30.9,14.13,54.58,597.93
2023-08,TRK_H_014,28935,57.87,31733,63.47,15681,31.36,,10.54,3.73,15.62,182.59
2023-08,TRK_H_015,54541,109.08,55533,111.07,27027,54.05,,16.91,6.86,27.23,325.2
2023-08,TRK_H_016,44714,89.43,42303,84.61,18951,37.9,,14.79,5.06,19.79,251.58
2023-08,TRK_H_017,95231,190.46,84885,169.77,44175,88.35,,30.22,11.12,45.09,535.01
2023-08,TRK_H_018,23365,46.73,21975,43.95,11688,23.38,,8.46,3.22,13.43,139.17
2023-08,TRK_H_019,123626,247.25,126824,253.65,56823,113.65,,40.96,16.77,65.68,737.96
2023-08,TRK_H_020,64604,129.21,59050,118.1,30826,61.65,,17.95,7.57,31.04,365.52
2023-08,TRK_H_021,108427,216.85,103495,206.99,53719,107.44,,37.51,12.77,54.13,635.69
2023-08,TRK_H_022,59456,118.91,57355,114.71,26036,52.07,,18.41,7.1,27.0,338.2
2023-08,TRK_H_023,53804,107.61,53911,107.82,27025,54.05,,18.1,6.43,28.23,322.24
2023-08,TRK_H_024,89642,179.28,104766,209.53,52162,104.33,,34.82,11.96,49.1,589.02
2023-08,TRK_H_025,27432,54.87,24815,49.63,13155,26.31,,8.51,3.9,14.6,157.82
2023-08,TRK_H_026,65061,130.12,71863,143.73,34426,68.85,,20.99,9.6,37.06,410.35
2023-08,TRK_H_027,46060,92.12,45131,90.26,25129,50.26,,16.72,6.36,23.01,278.73
2023-08,TRK_H_028,54011,108.02,54767,109.53,32046,64.09,,20.01,8.45,28.96,339.06
2023-08,TRK_H_029,94065,188.13,92359,184.72,44077,88.15,,32.49,13.3,53.31,560.1
2023-08,TRK_H_030,25816,51.63,30179,60.36,12971,25.94,,10.21,3.95,16.59,168.68
2023-08,TRK_H_031,77054,154.11,74908,149.82,36597,73.2,,23.73,9.96,39.72,450.54
2023-08,TRK_H_032,81098,162.2,73529,147.06,37292,74.59,,23.92,10.77,45.56,464.1
2023-08,TRK_H_033,52365,104.73,60697,121.39,27879,55.76,,20.39,8.16,31.39,341.82
2023-08,TRK_H_034,99053,198.11,103234,206.47,52742,105.48,,32.66,15.01,59.25,616.98
2023-08,TRK_H_035,36029,72.06,34744,69.49,17762,35.52,,11.47,4.57,21.38,214.49
2023-08,TRK_H_036,80770,161.54,72240,144.48,37502,75.0,,24.84,9.32,40.78,455.96
2023-08,TRK_H_037,33901,67.8,31453,62.91,15799,31.6,,11.21,4.21,16.3,194.03
2023-08,TRK_H_038,37953,75.91,39222,78.44,21587,43.18,,12.14,5.35,20.29,235.31
2023-08,TRK_H_039,94908,189.82,108204,216.41,49076,98.15,,35.8,13.24,59.22,612.64
2023-08,TRK_H_040,16527,33.05,15572,31.15,7513,15.03,,4.82,2.07,9.24,95.36
2023-09,TRK_H_001,437569,875.14,470511,941.02,240166,480.33,,169.49,67.83,264.14,2797.95
2023-09,TRK_H_002,378324,756.65,352552,705.11,186263,372.53,,124.56,51.53,189.65,2200.03
2023-09,TRK_H_003,88566,177.13,88293,176.59,42537,85.08,,29.44,11.69,50.52,530.45
2023-09,TRK_H_004,81130,162.26,77306,154.61,37321,74.64,,25.9,9.91,39.8,467.12
2023-09,TRK_H_005,37658,75.32,38415,76.83,19364,38.73,,10.97,5.11,18.25,225.21
2023-09,TRK_H_006,98992,197.98,81634,163.27,49405,98.81,,31.47,11.13,50.42,553.08
2023-09,TRK_H_007,32125,64.25,30101,60.2,15526,31.05,,9.01,3.85,16.34,184.7
2023-09,TRK_H_008,46922,93.85,46448,92.9,23636,47.27,,14.24,5.55,22.22,276.03
2023-09,TRK_H_009,61762,123.53,65087,130.18,35674,71.35,,22.08,9.36,33.56,390.06
2023-09,TRK_H_010,57919,115.84,59908,119.82,28725,57.45,,22.83,8.44,31.93,356.31
2023-09,TRK_H_011,79387,158.77,79078,158.16,34502,69.0,,22.55,10.76,38.01,457.25
2023-09,TRK_H_012,90063,180.13,81511,163.02,46443,92.89,,31.27,10.7,42.93,520.94
2023-09,TRK_H_013,76810,153.62,80788,161.58,39205,78.41,,25.31,10.47,40.14,469.53
2023-09,TRK_H_014,28423,56.85,32272,64.54,13741,27.48,,10.66,3.8,14.12,177.45
2023-09,TRK_H_015,39497,78.99,38180,76.36,21081,42.16,,13.48,5.64,19.59,236.22
2023-09,TRK_H_016,34107,68.21,31670,63.34,18432,36.86,,10.77,4.35,19.12,202.65
2023-09,TRK_H_017,72438,144.88,78928,157.86,39578,79.16,,23.46,9.27,42.18,456.81
2023-09,TRK_H_018,21180,42.36,21470,42.94,10801,21.6,,6.07,2.52,9.76,125.25
2023-09,TRK_H_019,129139,258.28,116173,232.35,54706,109.41,,40.03,17.21,66.95,724.23
2023-09,TRK_H_020,59180,118.36,64214,128.43,27873,55.75,,20.81,7.91,28.52,359.78
2023-09,TRK_H_021,78146,156.29,75161,150.32,35564,71.13,,25.26,10.71,41.11,454.82
2023-09,TRK_H_022,56696,113.39,53158,106.32,25518,51.04,,16.54,7.44,26.43,321.16
2023-09,TRK_H_023,47809,95.62,46969,93.94,21362,42.73,,15.26,5.51,25.71,278.77
2023-09,TRK_H_024,101946,203.89,88834,177.67,42730,85.46,,31.8,12.32,51.98,563.12
2023-09,TRK_H_025,29888,59.78,31640,63.28,14576,29.15,,9.0,4.18,14.09,179.48
2023-09,TRK_H_026,59204,118.41,69111,138.22,34677,69.36,,22.99,9.22,37.05,395.25
2023-09,TRK_H_027,41686,83.37,42716,85.43,18316,36.63,,12.02,5.12,19.47,242.04
2023-09,TRK_H_028,68292,136.59,62238,124.48,32368,64.74,,21.46,8.81,32.64,388.72
2023-09,TRK_H_029,98204,196.41,97915,195.83,42285,84.57,,32.04,11.62,44.13,564.6
2023-09,TRK_H_030,22572,45.14,23251,46.5,13294,26.59,,8.45,3.33,13.43,143.44
2023-09,TRK_H_031,70351,140.7,64900,129.8,34918,69.84,,23.55,8.89,35.9,408.68
2023-09,TRK_H_032,51815,103.63,51993,103.99,26920,53.84,,19.6,7.45,30.31,318.82
2023-09,TRK_H_033,56074,112.15,49601,99.2,27876,55.75,,17.24,7.51,24.72,316.57
2023-09,TRK_H_034,125980,251.96,113627,227.25,66289,132.58,,38.81,16.69,62.23,729.52
2023-09,TRK_H_035,38691,77.38,36623,73.25,17455,34.91,,12.46,5.03,20.47,223.5
2023-09,TRK_H_036,60517,121.04,60034,120.07,31903,63.81,,18.99,8.01,29.82,361.74
2023-09,TRK_H_037,31411,62.82,34668,69.34,16107,32.22,,10.18,3.9,16.41,194.87
2023-09,TRK_H_038,45705,91.41,43102,86.2,20446,40.89,,14.38,5.51,22.44,260.83
2023-09,TRK_H_039,87581,175.16,90417,180.83,47239,94.48,,28.94,13.57,53.76,546.74
2023-09,TRK_H_040,22448,44.9,21643,43.29,10792,21.59,,7.93,3.28,11.64,132.63
2023-10,TRK_H_001,631700,1263.4,622767,1245.53,291921,583.84,,180.87,73.77,302.25,3649.66
2023-10,TRK_H_002,336129,672.26,356113,712.23,167095,334.19,,100.87,46.36,175.97,2041.88
2023-10,TRK_H_003,72804,145.61,75235,150.47,41705,83.41,,23.96,9.75,44.52,457.72
2023-10,TRK_H_004,84146,168.29,83552,167.11,39610,79.22,,27.34,11.13,44.18,497.27
2023-10,TRK_H_005,25227,50.45,26825,53.65,12415,24.83,,9.01,3.44,13.82,155.2
2023-10,TRK_H_006,82882,165.76,85524,171.05,40813,81.63,,31.51,10.94,42.78,503.67
2023-10,TRK_H_007,28055,56.11,28861,57.72,14033,28.07,,9.49,3.74,15.45,170.58
2023-10,TRK_H_008,37614,75.23,45163,90.33,19485,38.97,,13.06,5.3,23.93,246.82
2023-10,TRK_H_009,58297,116.6,65045,130.09,33865,67.73,,21.94,7.64,33.38,377.38
2023-10,TRK_H_010,67768,135.54,78559,157.12,39144,78.29,,22.7,10.38,36.39,440.42
2023-10,TRK_H_011,92892,185.79,87625,175.25,43382,86.77,,32.27,12.59,45.12,537.79
2023-10,TRK_H_012,80116,160.23,86830,173.66,38283,76.57,,26.18,11.33,38.52,486.49
2023-10,TRK_H_013,100524,201.05,116603,233.21,51134,102.27,,39.07,15.23,52.95,643.78
2023-10,TRK_H_014,22546,45.09,27234,54.47,11377,22.75,,8.42,3.51,12.77,147.01
2023-10,TRK_H_015,54886,109.77,52885,105.77,24576,49.15,,17.57,7.67,31.32,321.25
2023-10,TRK_H_016,39624,79.25,41484,82.97,22678,45.36,,14.86,5.29,24.51,252.24
2023-10,TRK_H_017,70119,140.24,78754,157.51,34839,69.68,,27.38,10.21,37.36,442.38
2023-10,TRK_H_018,16414,32.83,17004,34.01,9250,18.5,,5.48,2.51,9.31,102.64
2023-10,TRK_H_019,89043,178.09,91303,182.61,46983,93.97,,28.22,11.38,45.52,539.79
2023-10,TRK_H_020,49737,99.47,49173,98.35,20571,41.14,,14.33,6.57,25.02,284.88
2023-10,TRK_H_021,73243,146.49,71900,143.8,36111,72.22,,27.63,10.61,40.2,440.95
2023-10,TRK_H_022,76393,152.79,75238,150.48,34324,68.65,,21.43,9.38,37.83,440.56
2023-10,TRK_H_023,40249,80.5,37527,75.05,17664,35.33,,13.65,5.21,19.6,229.34
2023-10,TRK_H_024,84258,168.52,83401,166.8,45919,91.84,,28.25,10.99,44.07,510.47
2023-10,TRK_H_025,27004,54.01,25403,50.81,13449,26.9,,8.58,4.0,13.96,158.26
2023-10,TRK_H_026,65606,131.21,64310,128.62,33568,67.14,,22.94,7.89,31.24,389.04
2023-10,TRK_H_027,55126,110.25,49496,98.99,24918,49.84,,17.65,6.29,26.84,309.86
2023-10,TRK_H_028,61819,123.64,55721,111.44,27972,55.94,,20.44,8.42,30.99,350.87
2023-10,TRK_H_029,101198,202.4,97503,195.01,49721,99.44,,32.75,13.4,58.43,601.43
2023-10,TRK_H_030,31501,63.0,33344,66.69,16498,33.0,,9.3,3.89,16.1,191.98
2023-10,TRK_H_031,74315,148.63,73298,146.6,41804,83.61,,25.19,11.36,40.29,455.68
2023-10,TRK_H_032,66505,133.01,65650,131.3,32755,65.51,,22.05,8.63,34.47,394.97
2023-10,TRK_H_033,44261,88.52,46775,93.55,25366,50.73,,16.45,6.34,24.45,280.04
2023-10,TRK_H_034,125211,250.42,129305,258.61,61542,123.09,,43.54,15.12,63.65,754.43
2023-10,TRK_H_035,49695,99.39,47495,94.99,23402,46.81,,15.36,5.77,24.45,286.77
2023-10,TRK_H_036,63824,127.65,68820,137.64,35595,71.19,,20.62,9.11,34.62,400.83
2023-10,TRK_H_037,33679,67.36,33634,67.27,16189,32.38,,11.52,4.54,17.43,200.5
2023-10,TRK_H_038,43386,86.77,38793,77.59,23077,46.16,,14.47,6.03,21.07,252.09
2023-10,TRK_H_039,106635,213.27,105154,210.31,54748,109.5,,36.86,15.74,54.82,640.5
2023-10,TRK_H_040,16694,33.39,16002,32.01,8251,16.5,,5.88,2.01,8.46,98.25
2023-11,TRK_H_001,546617,1093.23,480545,961.09,267654,535.31,,165.99,71.81,274.17,3101.6
2023-11,TRK_H_002,396655,793.31,406368,812.74,218154,436.31,,141.21,60.5,240.54,2484.61
2023-11,TRK_H_003,85889,171.78,85953,171.91,37999,76.0,,27.34,10.79,43.04,500.86
2023-11,TRK_H_004,71176,142.35,66019,132.04,31193,62.39,,23.06,9.21,32.27,401.32
2023-11,TRK_H_005,24268,48.54,23502,47.0,11861,23.72,,7.52,3.26,14.27,144.31
2023-11,TRK_H_006,59028,118.06,60809,121.62,31617,63.24,,22.94,9.19,34.75,369.8
2023-11,TRK_H_007,25707,51.41,23882,47.76,11492,22.98,,9.03,3.09,13.37,147.64
2023-11,TRK_H_008,56006,112.01,53692,107.39,24770,49.54,,18.67,7.98,31.36,326.95
2023-11,TRK_H_009,50887,101.78,43344,86.69,23252,46.51,,14.58,5.73,26.11,281.4
2023-11,TRK_H_010,82064,164.13,80258,160.52,39550,79.1,,28.9,9.97,41.34,483.96
2023-11,TRK_H_011,63217,126.43,62706,125.41,28835,57.67,,21.97,8.97,35.93,376.38
2023-11,TRK_H_012,67831,135.66,72036,144.07,38815,77.63,,22.11,9.86,36.56,425.89
2023-11,TRK_H_013,116576,233.15,96049,192.1,53693,107.39,,34.06,13.53,59.72,639.95
2023-11,TRK_H_014,29151,58.3,29912,59.82,13890,27.78,,10.98,3.84,15.94,176.66
2023-11,TRK_H_015,56282,112.56,56673,113.35,31181,62.36,,19.07,8.23,31.57,347.14
2023-11,TRK_H_016,34571,69.14,37387,74.77,19095,38.19,,11.56,5.04,19.48,218.18
2023-11,TRK_H_017,71065,142.13,65244,130.49,32743,65.49,,20.93,9.86,34.43,403.33
2023-11,TRK_H_018,23015,46.03,24435,48.87,11356,22.71,,7.55,3.16,12.12,140.44
2023-11,TRK_H_019,97028,194.06,100100,200.2,54489,108.98,,35.67,13.22,51.69,603.82
2023-11,TRK_H_020,50917,101.84,53265,106.53,25859,51.72,,19.98,8.29,27.38,315.74
2023-11,TRK_H_021,82149,164.3,88432,176.87,44904,89.81,,29.06,11.61,41.91,513.56
2023-11,TRK_H_022,60092,120.19,67626,135.25,34077,68.16,,22.45,7.89,35.16,389.1
2023-11,TRK_H_023,35734,71.47,35403,70.81,18125,36.25,,12.8,5.28,19.32,215.93
2023-11,TRK_H_024,76772,153.54,75839,151.68,38433,76.87,,28.2,9.56,40.64,460.49
2023-11,TRK_H_025,29269,58.54,24961,49.92,12885,25.77,,10.14,3.48,13.68,161.53
2023-11,TRK_H_026,71955,143.91,65944,131.89,35543,71.09,,24.03,8.74,36.99,416.65
2023-11,TRK_H_027,46088,92.18,49859,99.72,24242,48.49,,17.08,6.2,25.77,289.44
2023-11,TRK_H_028,58683,117.37,63222,126.44,30930,61.86,,18.14,7.88,30.08,361.77
2023-11,TRK_H_029,85156,170.31,97035,194.07,45023,90.05,,31.58,13.16,46.71,545.88
2023-11,TRK_H_030,23279,46.56,22950,45.9,11037,22.08,,7.37,2.99,11.87,136.77
2023-11,TRK_H_031,74592,149.19,80718,161.44,35336,70.67,,25.16,10.09,40.19,456.74
2023-11,TRK_H_032,80190,160.38,74666,149.33,37161,74.32,,27.95,10.44,43.21,465.63
2023-11,TRK_H_033,56276,112.55,49444,98.89,25309,50.62,,17.74,7.41,25.54,312.75
2023-11,TRK_H_034,117270,234.54,110005,220.01,60009,120.02,,36.42,14.18,55.84,681.01
2023-11,TRK_H_035,39744,79.49,34459,68.92,18426,36.85,,13.73,5.47,18.3,222.76
2023-11,TRK_H_036,65225,130.45,67661,135.32,29325,58.65,,19.13,8.88,32.78,385.21
2023-11,TRK_H_037,38923,77.85,38608,77.22,17764,35.53,,13.02,4.42,20.79,228.83
2023-11,TRK_H_038,41036,82.07,47942,95.88,19786,39.57,,15.43,5.99,22.43,261.37
2023-11,TRK_H_039,92024,184.05,101352,202.71,47057,94.12,,33.11,12.37,51.87,578.23
2023-11,TRK_H_040,19473,38.95,17672,35.34,9041,18.08,,5.89,2.32,10.76,111.34
2023-12,TRK_H_001,450713,901.43,469042,938.09,223670,447.34,,158.88,71.51,283.23,2800.48
2023-12,TRK_H_002,364118,728.24,334651,669.3,160495,320.99,,107.04,42.01,184.8,2052.38
2023-12,TRK_H_003,113166,226.33,112913,225.83,55215,110.43,,35.24,13.89,54.8,666.52
2023-12,TRK_H_004,80919,161.84,70167,140.33,39120,78.24,,24.4,9.78,39.14,453.73
2023-12,TRK_H_005,23681,47.36,24809,49.62,13349,26.7,,9.29,3.32,14.51,150.8
2023-12,TRK_H_006,70823,141.65,69120,138.24,37362,74.72,,22.9,11.07,40.62,429.2
2023-12,TRK_H_007,23532,47.07,24515,49.03,12779,25.56,,8.18,3.14,13.13,146.11
2023-12,TRK_H_008,53926,107.85,49663,99.33,24001,48.0,,15.25,7.22,24.01,301.66
2023-12,TRK_H_009,46884,93.77,46566,93.13,24673,49.35,,15.04,6.13,27.41,284.83
2023-12,TRK_H_010,62546,125.09,62116,124.23,31407,62.82,,25.04,9.85,36.85,383.88
2023-12,TRK_H_011,85921,171.84,75637,151.28,43227,86.46,,28.54,10.98,42.53,491.63
2023-12,TRK_H_012,77649,155.3,78648,157.3,36369,72.74,,25.65,10.29,42.28,463.56
2023-12,TRK_H_013,102724,205.45,112220,224.44,49784,99.57,,36.25,13.1,63.47,642.28
2023-12,TRK_H_014,34768,69.54,30272,60.55,17291,34.58,,11.88,4.04,17.12,197.71
2023-12,TRK_H_015,54425,108.85,46567,93.14,23463,46.93,,18.58,7.17,28.7,303.37
2023-12,TRK_H_016,35109,70.22,36649,73.3,18249,36.5,,10.6,4.34,16.47,211.43
2023-12,TRK_H_017,73515,147.03,73525,147.05,36644,73.29,,23.22,8.8,38.33,437.72
2023-12,TRK_H_018,19887,39.78,18506,37.01,9490,18.98,,7.01,2.67,10.71,116.16
2023-12,TRK_H_019,96429,192.86,100363,200.73,45881,91.76,,28.93,12.47,47.0,573.75
2023-12,TRK_H_020,59484,118.97,63796,127.59,29613,59.23,,22.17,8.31,33.18,369.45
2023-12,TRK_H_021,84353,168.71,93366,186.73,41650,83.3,,31.83,11.82,53.39,535.78
2023-12,TRK_H_022,55738,111.48,57453,114.91,28899,57.8,,20.06,7.27,27.02,338.54
2023-12,TRK_H_023,48770,97.54,48725,97.45,23254,46.51,,17.01,5.99,23.73,288.23
2023-12,TRK_H_024,75609,151.22,86138,172.28,40482,80.96,,27.0,11.38,48.87,491.71
2023-12,TRK_H_025,30104,60.21,27671,55.34,13999,28.0,,8.69,3.95,14.46,170.65
2023-12,TRK_H_026,57435,114.87,63343,126.69,32838,65.68,,19.0,7.85,31.67,365.76
2023-12,TRK_H_027,35309,70.62,37421,74.84,18322,36.64,,11.34,4.81,18.79,217.04
2023-12,TRK_H_028,54967,109.94,56960,113.92,27803,55.61,,19.31,7.67,31.66,338.11
2023-12,TRK_H_029,108382,216.77,93982,187.97,53177,106.36,,32.86,12.53,51.56,608.05
2023-12,TRK_H_030,25927,51.86,28843,57.69,14554,29.11,,8.55,3.73,14.21,165.15
