month,track_id,spotify_streams,spotify_revenue,youtube_streams,youtube_revenue,apple_streams,apple_revenue,publishing_revenue,neighboring_rights_revenue,sync_revenue,other_revenue,total_revenue
2023-01,TRK_E_019,102927,308.78,46950,140.85,58746,176.24,142.52,46.98,9.21,48.27,872.85
2023-01,TRK_E_020,135816,407.45,60814,182.44,82142,246.43,185.51,60.46,11.79,60.6,1154.6799999999998
2023-01,TRK_E_021,61223,183.67,27513,82.54,33881,101.64,79.26,25.15,5.29,25.43,502.97999999999996
2023-01,TRK_E_022,76586,229.76,33135,99.41,43479,130.44,101.5,31.94,6.47,31.45,630.97
2023-01,TRK_E_023,69203,207.61,32644,97.93,39673,119.02,97.2,31.27,6.24,31.35,590.62
2023-01,TRK_E_024,63694,191.08,27587,82.76,37023,111.07,81.33,27.58,81.7,26.0,601.52
2023-01,TRK_E_025,70439,211.32,30014,90.04,38345,115.04,87.7,28.24,5.78,28.46,566.58
2023-01,TRK_E_026,74475,223.43,34906,104.72,46594,139.78,101.96,33.45,6.67,33.94,643.95
2023-01,TRK_E_027,83473,250.42,35470,106.41,47877,143.63,105.41,34.75,103.09,35.62,779.33
2023-01,TRK_E_028,94181,282.54,41846,125.54,58248,174.74,133.3,40.89,8.47,44.36,809.8400000000001
2023-01,TRK_E_029,161730,485.19,66834,200.5,88631,265.89,196.58,64.07,13.41,70.39,1296.0300000000002
2023-01,TRK_E_030,104417,313.25,45700,137.1,61977,185.93,138.18,43.38,8.9,46.52,873.26
2023-01,TRK_E_031,37734,113.2,16908,50.73,22425,67.28,49.16,15.98,3.32,17.08,316.75
2023-01,TRK_E_032,149388,448.17,62166,186.5,82963,248.89,192.53,61.25,12.37,63.42,1213.13
2023-01,TRK_E_033,187372,562.12,76437,229.31,101112,303.34,224.63,77.52,15.74,78.2,1490.8600000000001
2023-01,TRK_E_034,124493,373.48,54252,162.76,74284,222.85,160.85,54.84,162.53,52.26,1189.5700000000002
2023-01,TRK_E_035,187695,563.09,78558,235.67,106900,320.7,253.11,80.45,16.1,78.41,1547.5300000000002
2023-01,TRK_E_036,76342,229.03,32715,98.15,43728,131.19,98.26,34.46,6.8,35.33,633.22
2023-01,TRK_E_037,45334,136.0,18482,55.45,24694,74.08,54.69,18.48,3.82,18.32,360.84
2023-01,TRK_E_038,30375,91.13,12685,38.06,17189,51.57,39.22,13.32,2.61,13.24,249.15
2023-01,TRK_E_039,102805,308.42,44260,132.78,54145,162.44,124.58,43.77,8.49,41.24,821.7200000000001
2023-01,TRK_E_040,33456,100.37,14530,43.59,18896,56.69,42.92,14.72,2.87,14.67,275.83000000000004
2023-01,TRK_E_041,126535,379.61,54340,163.02,69384,208.15,161.64,54.34,10.83,53.5,1031.0900000000001
2023-01,TRK_E_042,62186,186.56,26351,79.05,35555,106.67,78.31,28.19,5.43,27.92,512.13
2023-01,TRK_E_043,83160,249.48,37313,111.94,49998,149.99,114.26,36.92,7.44,36.67,706.6999999999999
2023-01,TRK_E_044,70333,211.0,29500,88.5,41849,125.55,90.74,29.14,5.99,29.17,580.0899999999999
2023-01,TRK_E_045,154320,462.96,66810,200.43,88063,264.19,212.96,65.41,13.66,71.57,1291.18
2023-01,TRK_E_046,90468,271.41,41011,123.03,54139,162.42,121.24,38.22,7.83,40.85,765.0000000000001
2023-01,TRK_E_047,75272,225.82,31325,93.98,43857,131.57,93.08,31.47,6.41,31.21,613.5400000000001
2023-01,TRK_E_048,167243,501.73,69393,208.18,95290,285.87,205.32,70.76,14.18,69.73,1355.7700000000002
2023-01,TRK_E_049,150643,451.93,70816,212.45,88413,265.24,208.8,65.85,13.5,68.15,1285.92
2023-01,TRK_E_050,76735,230.21,32677,98.03,46138,138.42,102.83,34.72,6.64,34.63,645.48
2023-02,TRK_E_001,112806,338.42,51755,155.27,67883,203.65,156.79,48.72,10.11,48.84,961.8000000000001
2023-02,TRK_E_002,121835,365.51,51459,154.38,67652,202.96,149.72,52.53,10.12,50.31,985.53
2023-02,TRK_E_003,30838,92.51,13002,39.01,18125,54.38,39.81,12.91,2.65,13.32,254.59
2023-02,TRK_E_004,109345,328.04,44514,133.54,64430,193.29,140.64,45.52,9.26,46.84,897.13
2023-02,TRK_E_005,175296,525.89,74365,223.1,93016,279.05,212.76,70.46,14.46,72.78,1398.5
2023-02,TRK_E_006,198323,594.97,80616,241.85,112721,338.16,236.16,84.75,16.38,84.34,1596.6100000000001
2023-02,TRK_E_007,91549,274.65,41223,123.67,54952,164.86,122.69,41.11,8.07,39.7,774.7500000000002
2023-02,TRK_E_008,57512,172.54,23878,71.63,31261,93.78,70.77,24.74,4.74,23.69,461.89
2023-02,TRK_E_009,118068,354.2,55140,165.42,73946,221.84,160.53,54.21,10.63,51.32,1018.1500000000001
2023-02,TRK_E_010,177560,532.68,74722,224.17,102765,308.3,235.69,78.5,15.06,78.94,1473.34
2023-02,TRK_E_011,76564,229.69,35527,106.58,47138,141.42,102.47,34.4,6.82,33.53,654.91
2023-02,TRK_E_012,159677,479.03,70801,212.4,95022,285.07,216.81,75.02,14.4,73.71,1356.44
2023-02,TRK_E_013,141428,424.28,62032,186.1,80120,240.36,180.93,62.32,186.99,61.47,1342.45
2023-02,TRK_E_014,51401,154.2,20682,62.05,29462,88.39,63.12,22.74,4.35,20.84,415.69
2023-02,TRK_E_015,91278,273.83,39483,118.45,49890,149.67,120.26,37.98,7.82,37.9,745.91
2023-02,TRK_E_016,83362,250.09,36059,108.18,45694,137.08,110.44,35.66,7.17,35.47,684.0899999999999
2023-02,TRK_E_017,107142,321.43,46044,138.13,65704,197.11,149.04,46.96,9.51,47.12,909.3000000000001
2023-02,TRK_E_018,151363,454.09,68631,205.89,90997,272.99,192.01,65.31,13.44,63.95,1267.68
2023-02,TRK_E_019,110908,332.72,44664,133.99,62470,187.41,134.82,44.3,9.23,47.79,890.26
2023-02,TRK_E_020,149217,447.65,65700,197.1,83611,250.83,189.83,67.18,12.92,62.73,1228.2400000000002
2023-02,TRK_E_021,53552,160.66,23903,71.71,31359,94.08,73.91,24.46,4.74,23.42,452.98
2023-02,TRK_E_022,81419,244.26,36166,108.5,47198,141.6,107.73,35.49,107.17,36.66,781.41
2023-02,TRK_E_023,64196,192.59,26501,79.51,36776,110.33,81.99,26.34,5.31,26.65,522.72
2023-02,TRK_E_024,58318,174.95,24689,74.07,35295,105.89,80.56,25.68,5.12,24.38,490.65
2023-02,TRK_E_025,73561,220.68,33030,99.09,42718,128.15,98.87,33.28,6.56,31.18,617.8099999999998
2023-02,TRK_E_026,73910,221.73,31596,94.79,41005,123.02,92.29,30.96,91.37,30.21,684.37
2023-02,TRK_E_027,84298,252.89,34425,103.28,46475,139.43,110.75,34.56,7.21,35.66,683.7799999999999
2023-02,TRK_E_028,102861,308.58,45708,137.13,58428,175.29,135.08,44.62,134.19,45.77,980.6600000000001
2023-02,TRK_E_029,131861,395.58,57882,173.65,79807,239.42,169.9,59.27,11.86,60.9,1110.58
2023-02,TRK_E_030,83496,250.49,38224,114.67,49807,149.42,114.23,37.13,7.47,38.49,711.9000000000001
2023-02,TRK_E_031,38637,115.91,17097,51.29,22279,66.84,48.76,17.65,50.83,16.85,368.13
2023-02,TRK_E_032,135510,406.53,59990,179.97,78902,236.71,178.82,58.75,11.57,56.39,1128.74
2023-02,TRK_E_033,174290,522.87,80585,241.76,107000,321.0,219.9,78.42,15.37,77.36,1476.68
2023-02,TRK_E_034,121014,363.04,55472,166.42,71061,213.18,170.12,56.96,10.88,56.37,1036.97
2023-02,TRK_E_035,182020,546.06,82059,246.18,101023,303.07,240.63,77.3,15.89,81.01,1510.14
2023-02,TRK_E_036,85915,257.75,34446,103.34,47128,141.39,108.46,37.06,7.2,37.4,692.6
2023-02,TRK_E_037,44724,134.17,18756,56.27,27229,81.69,56.25,20.43,59.08,20.28,428.16999999999996
2023-02,TRK_E_038,35815,107.45,15998,48.0,20572,61.72,46.65,15.78,46.75,16.0,342.34999999999997
2023-02,TRK_E_039,105746,317.24,46764,140.29,59314,177.94,131.7,45.01,9.14,44.46,865.7800000000001
2023-02,TRK_E_040,29802,89.41,14073,42.22,17763,53.29,39.79,13.66,40.26,13.8,292.43
2023-02,TRK_E_041,106838,320.52,47918,143.76,64295,192.89,138.05,46.69,138.51,44.93,1025.3500000000001
2023-02,TRK_E_042,77532,232.6,33091,99.27,43706,131.12,95.57,31.68,6.55,33.65,630.4399999999998
2023-02,TRK_E_043,80608,241.83,37840,113.52,50042,150.13,113.07,37.93,7.23,37.08,700.79
2023-02,TRK_E_044,68214,204.64,31239,93.72,39264,117.79,88.34,30.39,6.06,29.05,569.9899999999999
2023-02,TRK_E_045,179865,539.6,76011,228.03,109338,328.02,247.6,81.79,15.79,79.34,1520.1699999999998
2023-02,TRK_E_046,90253,270.76,38540,115.62,50799,152.4,119.73,39.02,7.81,39.75,745.0899999999999
2023-02,TRK_E_047,70148,210.45,29029,87.09,38649,115.95,87.94,29.99,5.81,29.23,566.4599999999999
2023-02,TRK_E_048,177693,533.08,75558,226.68,99384,298.15,227.85,76.07,14.68,74.82,1451.3299999999997
2023-02,TRK_E_049,178514,535.54,77520,232.56,97371,292.11,235.47,78.42,15.12,72.8,1462.02
2023-02,TRK_E_050,77280,231.84,31235,93.71,44481,133.44,100.22,32.36,6.47,32.71,630.7500000000001
2023-03,TRK_E_001,140168,420.51,57866,173.6,80113,240.34,178.58,60.95,11.86,59.54,1145.3799999999999
2023-03,TRK_E_002,136431,409.29,60198,180.59,82635,247.91,171.15,62.01,11.88,58.23,1141.0600000000002
2023-03,TRK_E_003,31688,95.07,14311,42.94,18635,55.91,43.1,13.55,42.59,14.86,308.02
2023-03,TRK_E_004,101193,303.58,46197,138.59,57191,171.57,128.65,44.24,9.01,45.86,841.5
2023-03,TRK_E_005,162290,486.87,74701,224.11,94185,282.56,212.45,68.77,14.23,69.18,1358.17
2023-03,TRK_E_006,169765,509.3,72570,217.71,93128,279.38,224.07,68.97,214.4,70.89,1584.7200000000003
2023-03,TRK_E_007,103124,309.37,43645,130.94,62419,187.26,132.75,46.41,8.93,42.56,858.2199999999998
2023-03,TRK_E_008,60123,180.37,27061,81.19,34720,104.16,82.0,25.29,5.22,26.82,505.05000000000007
2023-03,TRK_E_009,133359,400.08,56403,169.21,71528,214.58,159.29,58.04,11.14,55.6,1067.9399999999998
2023-03,TRK_E_010,154118,462.36,69896,209.69,90859,272.58,199.7,68.57,13.72,67.04,1293.6599999999999
2023-03,TRK_E_011,77591,232.77,33744,101.23,42987,128.96,97.34,33.53,6.78,33.19,633.8
2023-03,TRK_E_012,170849,512.55,72653,217.96,89896,269.69,211.61,67.88,212.03,68.15,1559.8700000000001
2023-03,TRK_E_013,148835,446.51,64317,192.95,84556,253.67,179.85,61.95,12.61,62.1,1209.6399999999999
2023-03,TRK_E_014,43443,130.33,19237,57.71,24965,74.9,58.71,19.81,3.89,18.79,364.14000000000004
2023-03,TRK_E_015,77641,232.93,33505,100.52,41719,125.16,102.78,31.36,6.57,34.05,633.37
2023-03,TRK_E_016,99177,297.53,40597,121.79,56745,170.24,118.58,42.89,8.25,41.06,800.3399999999999
2023-03,TRK_E_017,113332,340.0,49564,148.69,61888,185.67,138.94,47.22,9.69,47.08,917.2900000000001
2023-03,TRK_E_018,186955,560.87,78863,236.59,111749,335.25,248.24,81.44,16.29,79.24,1557.92
2023-03,TRK_E_019,134917,404.75,56030,168.09,71389,214.17,168.59,52.84,11.04,54.99,1074.47
2023-03,TRK_E_020,155603,466.81,66788,200.37,86293,258.88,192.6,64.37,13.04,67.6,1263.67
2023-03,TRK_E_021,61803,185.41,27251,81.75,35487,106.46,82.94,27.72,5.33,26.9,516.51
2023-03,TRK_E_022,86234,258.7,38526,115.58,51412,154.24,116.84,36.66,114.18,36.84,833.0400000000001
2023-03,TRK_E_023,66327,198.98,26280,78.84,37477,112.43,81.38,26.46,5.43,27.19,530.71
2023-03,TRK_E_024,57212,171.64,23476,70.43,32038,96.12,76.3,23.71,4.86,24.96,468.02
2023-03,TRK_E_025,68627,205.88,27962,83.89,36467,109.4,80.68,27.16,5.62,29.02,541.65
2023-03,TRK_E_026,73821,221.46,32833,98.5,44165,132.5,94.12,31.37,6.49,32.98,617.4200000000001
2023-03,TRK_E_027,88842,266.53,37933,113.8,49496,148.49,114.49,35.73,7.36,35.18,721.5799999999999
2023-03,TRK_E_028,114668,344.01,44918,134.76,60411,181.23,140.59,49.13,9.42,44.93,904.0699999999999
2023-03,TRK_E_029,143316,429.95,61295,183.89,74228,222.69,183.65,59.39,11.71,58.66,1149.94
2023-03,TRK_E_030,96205,288.62,39092,117.28,51530,154.59,119.33,41.38,8.11,42.46,771.7700000000001
2023-03,TRK_E_031,35639,106.92,14930,44.79,20757,62.27,43.59,15.3,45.05,15.29,333.2100000000001
2023-03,TRK_E_032,145919,437.76,64088,192.27,82993,248.98,176.72,64.47,12.36,60.05,1192.61
2023-03,TRK_E_033,183776,551.33,80810,242.43,101966,305.9,242.59,83.58,238.82,78.87,1743.5199999999995
2023-03,TRK_E_034,129694,389.08,54419,163.26,73794,221.38,168.31,53.54,10.81,55.72,1062.1
2023-03,TRK_E_035,188331,564.99,77874,233.62,107827,323.48,226.21,78.73,15.68,77.33,1520.0400000000002
2023-03,TRK_E_036,86838,260.52,36096,108.29,48421,145.26,106.64,36.04,7.3,36.88,700.9299999999998
2023-03,TRK_E_037,47069,141.21,19861,59.59,26259,78.78,61.98,19.97,3.99,19.62,385.1400000000001
2023-03,TRK_E_038,32010,96.03,13969,41.91,18540,55.62,42.03,14.23,2.77,14.49,267.08
2023-03,TRK_E_039,95135,285.41,39980,119.94,56895,170.69,131.18,40.97,8.41,43.88,800.48
2023-03,TRK_E_040,32176,96.53,14342,43.03,18684,56.05,42.16,14.09,2.87,14.09,268.82
2023-03,TRK_E_041,122791,368.37,50340,151.02,68088,204.26,148.69,49.87,10.3,51.64,984.1499999999999
2023-03,TRK_E_042,70376,211.13,31606,94.82,40841,122.52,98.55,31.34,6.28,29.96,594.6
2023-03,TRK_E_043,93474,280.42,38719,116.16,52738,158.22,119.41,37.29,7.67,37.99,757.16
2023-03,TRK_E_044,75671,227.01,30726,92.18,40483,121.45,96.17,30.48,6.24,31.71,605.24
2023-03,TRK_E_045,159668,479.01,67266,201.8,90903,272.71,196.05,69.19,13.52,64.86,1297.1399999999999
2023-03,TRK_E_046,91286,273.86,38988,116.97,51673,155.02,112.62,38.15,7.72,40.46,744.8000000000001
2023-03,TRK_E_047,70141,210.42,29203,87.61,39031,117.09,90.38,30.05,5.9,28.32,569.77
2023-03,TRK_E_048,189483,568.45,78755,236.27,102915,308.75,231.71,83.75,16.12,78.37,1523.42
2023-03,TRK_E_049,158544,475.63,71140,213.42,90579,271.74,219.41,69.11,14.2,72.08,1335.59
2023-03,TRK_E_050,77304,231.91,33159,99.48,45726,137.18,106.17,34.27,6.74,33.61,649.36
2023-04,TRK_E_001,116045,348.14,51687,155.06,63761,191.28,151.09,47.95,9.89,49.18,952.59
2023-04,TRK_E_002,131603,394.81,58219,174.66,78622,235.87,179.16,55.75,11.45,60.1,1111.8
2023-04,TRK_E_003,34720,104.16,15327,45.98,19802,59.41,45.01,14.21,2.96,15.3,287.03
2023-04,TRK_E_004,108150,324.45,43296,129.89,59344,178.03,132.98,44.77,136.21,45.65,991.98
2023-04,TRK_E_005,159992,479.98,68916,206.75,93305,279.92,208.17,72.19,207.85,71.72,1526.5800000000002
2023-04,TRK_E_006,179079,537.24,70757,212.27,101220,303.66,218.1,76.36,14.72,75.71,1438.06
2023-04,TRK_E_007,93525,280.58,41429,124.29,53959,161.88,127.95,41.19,8.37,43.18,787.44
2023-04,TRK_E_008,56881,170.64,24520,73.56,31327,93.98,71.33,24.15,4.71,23.29,461.65999999999997
2023-04,TRK_E_009,111709,335.13,46423,139.27,61623,184.87,140.24,50.77,145.55,48.19,1044.02
2023-04,TRK_E_010,167300,501.9,71222,213.67,91774,275.32,218.0,69.62,14.33,69.16,1361.9999999999998
2023-04,TRK_E_011,70151,210.45,29126,87.38,37269,111.81,92.07,27.95,87.73,28.48,645.87
2023-04,TRK_E_012,142067,426.2,62037,186.11,81009,243.03,193.49,60.51,189.85,65.27,1364.4599999999998
2023-04,TRK_E_013,147898,443.69,65438,196.31,86415,259.25,192.48,62.25,12.93,62.66,1229.5700000000002
2023-04,TRK_E_014,48380,145.14,21598,64.8,28536,85.61,64.43,19.89,4.18,19.91,403.96000000000004
2023-04,TRK_E_015,81402,244.21,32767,98.3,45495,136.49,99.1,32.34,102.0,35.03,747.47
2023-04,TRK_E_016,100883,302.65,41599,124.8,57994,173.98,129.27,44.78,8.66,41.77,825.9099999999999
2023-04,TRK_E_017,108758,326.28,45420,136.26,59953,179.86,135.15,45.35,9.11,47.6,879.61
2023-04,TRK_E_018,180468,541.41,80280,240.84,104408,313.23,230.6,81.48,236.4,78.49,1722.45
2023-04,TRK_E_019,122548,367.64,53739,161.22,69871,209.61,156.86,49.46,10.34,52.92,1008.0500000000001
2023-04,TRK_E_020,144904,434.71,58206,174.62,77959,233.88,186.97,58.39,12.2,63.79,1164.56
2023-04,TRK_E_021,63315,189.95,26978,80.94,36167,108.5,84.89,27.98,5.51,26.43,524.1999999999999
2023-04,TRK_E_022,87079,261.24,35504,106.51,46155,138.47,104.52,38.06,7.27,36.81,692.8799999999999
2023-04,TRK_E_023,63477,190.43,26968,80.9,37802,113.41,86.4,28.43,5.61,29.34,534.52
2023-04,TRK_E_024,60652,181.96,27817,83.45,35752,107.26,80.29,27.2,5.31,25.56,511.03000000000003
2023-04,TRK_E_025,71557,214.67,28598,85.8,38710,116.13,87.63,29.23,88.23,28.65,650.3399999999999
2023-04,TRK_E_026,68963,206.89,31656,94.97,41229,123.69,89.48,31.44,6.1,31.75,584.32
2023-04,TRK_E_027,84307,252.92,35094,105.28,48584,145.75,108.11,36.21,7.05,35.39,690.7099999999999
2023-04,TRK_E_028,125262,375.79,49084,147.25,66280,198.84,148.62,52.6,10.29,51.46,984.85
2023-04,TRK_E_029,160997,482.99,67713,203.14,90717,272.15,202.46,66.06,13.49,69.95,1310.24
2023-04,TRK_E_030,100165,300.5,40413,121.24,55566,166.7,119.35,40.78,125.51,40.16,914.24
2023-04,TRK_E_031,38579,115.74,15577,46.73,21521,64.56,49.28,16.24,3.21,16.51,312.27
2023-04,TRK_E_032,138925,416.78,64273,192.82,79637,238.91,192.53,60.78,12.53,61.55,1175.8999999999999
2023-04,TRK_E_033,164458,493.38,74586,223.76,100596,301.79,212.8,71.51,14.38,72.55,1390.17
2023-04,TRK_E_034,114100,342.3,50296,150.89,62507,187.52,149.76,48.62,9.87,49.77,938.73
2023-04,TRK_E_035,175921,527.77,71102,213.31,99908,299.73,224.38,74.79,14.87,76.6,1431.4499999999998
2023-04,TRK_E_036,85843,257.53,35625,106.88,45499,136.5,102.18,35.04,7.13,36.66,681.9199999999998
2023-04,TRK_E_037,44974,134.92,18707,56.12,25410,76.23,57.79,18.59,3.88,19.85,367.38
2023-04,TRK_E_038,38087,114.26,15868,47.61,20696,62.09,47.58,16.09,3.13,16.18,306.94
2023-04,TRK_E_039,107035,321.11,45944,137.83,58810,176.43,134.75,44.79,9.11,47.06,871.0800000000002
2023-04,TRK_E_040,33095,99.29,13873,41.62,19709,59.13,41.45,14.06,2.83,13.71,272.09
2023-04,TRK_E_041,124442,373.33,53465,160.4,68791,206.37,153.93,54.78,10.71,54.79,1014.31
2023-04,TRK_E_042,71666,215.0,32149,96.45,40852,122.56,97.79,32.3,6.36,30.39,600.8499999999999
2023-04,TRK_E_043,81499,244.5,34875,104.63,49645,148.94,104.65,34.96,7.16,36.77,681.61
2023-04,TRK_E_044,62253,186.76,25467,76.4,34060,102.18,83.4,25.75,5.34,26.31,506.14
2023-04,TRK_E_045,176808,530.43,80883,242.65,111024,333.07,240.18,83.06,15.92,77.67,1522.98
2023-04,TRK_E_046,109306,327.92,43606,130.82,60511,181.54,130.04,44.99,134.08,45.18,994.5699999999999
2023-04,TRK_E_047,69321,207.96,29824,89.47,40070,120.21,90.4,31.99,6.18,29.71,575.92
2023-04,TRK_E_048,197587,592.76,79253,237.76,112741,338.23,249.59,79.37,16.57,80.07,1594.35
2023-04,TRK_E_049,192723,578.17,81151,243.46,106002,318.01,237.3,81.01,15.96,79.9,1553.81
2023-04,TRK_E_050,82788,248.37,34029,102.09,48861,146.58,103.69,34.77,7.13,36.54,679.17
2023-05,TRK_E_001,123439,370.32,56571,169.71,75441,226.32,169.6,53.09,163.53,55.99,1208.56
2023-05,TRK_E_002,110319,330.96,49250,147.75,68602,205.81,148.86,49.42,9.89,51.02,943.7099999999999
2023-05,TRK_E_003,32019,96.06,13975,41.93,17278,51.84,40.16,13.07,2.67,13.53,259.26
2023-05,TRK_E_004,105361,316.08,47523,142.57,61040,183.12,132.21,46.52,9.13,47.26,876.89
2023-05,TRK_E_005,178159,534.48,81872,245.62,100387,301.16,227.31,75.63,15.62,75.38,1475.1999999999998
2023-05,TRK_E_006,182578,547.74,74133,222.4,107085,321.26,239.11,77.4,15.47,81.1,1504.4800000000002
2023-05,TRK_E_007,106622,319.87,43581,130.75,62413,187.24,134.28,43.57,9.02,45.21,869.94
2023-05,TRK_E_008,64389,193.17,25441,76.33,36231,108.7,77.19,27.51,5.31,27.12,515.3299999999999
2023-05,TRK_E_009,117196,351.59,51992,155.98,66889,200.67,148.97,50.34,10.07,48.73,966.35
2023-05,TRK_E_010,187378,562.14,74664,223.99,100996,302.99,224.96,76.59,15.55,78.95,1485.1699999999998
2023-05,TRK_E_011,75625,226.88,34020,102.06,43736,131.21,103.42,33.34,6.58,32.32,635.8100000000001
2023-05,TRK_E_012,158178,474.54,68536,205.61,97812,293.44,206.72,73.23,14.17,72.21,1339.9200000000003
2023-05,TRK_E_013,145206,435.62,61643,184.93,80672,242.02,186.67,64.44,12.69,65.16,1191.5300000000002
2023-05,TRK_E_014,53998,162.0,22220,66.66,31591,94.77,69.47,22.9,4.55,22.68,443.03
2023-05,TRK_E_015,90012,270.04,37938,113.82,53638,160.91,110.71,38.1,7.68,40.0,741.26
2023-05,TRK_E_016,91785,275.36,37186,111.56,52714,158.14,116.82,39.13,113.93,38.84,853.7799999999999
2023-05,TRK_E_017,109500,328.5,44439,133.32,62834,188.5,131.02,46.36,9.09,44.26,881.05
2023-05,TRK_E_018,156748,470.25,66049,198.15,90735,272.21,198.07,66.04,13.48,70.1,1288.2999999999997
2023-05,TRK_E_019,128038,384.12,54471,163.41,74780,224.34,156.81,51.7,10.79,51.46,1042.63
2023-05,TRK_E_020,151796,455.39,64189,192.57,82823,248.47,177.84,64.04,12.4,59.47,1210.18
2023-05,TRK_E_021,67627,202.88,29439,88.32,39441,118.32,86.12,28.55,5.7,28.31,558.1999999999999
2023-05,TRK_E_022,87761,263.29,38694,116.08,49362,148.09,112.89,37.72,7.45,36.26,721.7800000000001
2023-05,TRK_E_023,64619,193.86,28502,85.51,38399,115.2,87.82,30.13,5.77,28.85,547.14
2023-05,TRK_E_024,57550,172.65,25137,75.41,33885,101.66,77.1,24.6,5.15,26.99,483.56000000000006
2023-05,TRK_E_025,68535,205.61,28530,85.59,39668,119.0,86.34,28.56,5.89,27.98,558.97
2023-05,TRK_E_026,69389,208.17,29960,89.88,40907,122.72,96.38,31.41,6.24,32.53,587.3299999999999
2023-05,TRK_E_027,81378,244.14,36804,110.41,46631,139.9,107.45,36.41,7.28,37.11,682.6999999999999
2023-05,TRK_E_028,115992,347.98,50450,151.35,68092,204.28,153.63,51.15,10.32,52.17,970.88
2023-05,TRK_E_029,146559,439.68,63610,190.83,83727,251.18,173.43,61.67,12.17,58.16,1187.1200000000003
2023-05,TRK_E_030,99005,297.02,40047,120.14,54893,164.68,124.41,41.11,8.33,42.7,798.39
2023-05,TRK_E_031,33530,100.59,14781,44.35,20883,62.65,45.76,15.27,3.0,14.26,285.88
2023-05,TRK_E_032,154970,464.91,64497,193.49,88217,264.65,195.63,61.36,12.76,64.0,1256.8
2023-05,TRK_E_033,159614,478.84,71357,214.07,93925,281.78,215.45,72.47,14.38,72.34,1349.33
2023-05,TRK_E_034,116812,350.44,49686,149.06,67509,202.53,149.65,48.6,9.79,47.99,958.06
2023-05,TRK_E_035,183556,550.67,81450,244.35,108854,326.56,245.76,82.39,15.82,79.74,1545.29
2023-05,TRK_E_036,85936,257.81,37210,111.63,49531,148.59,108.01,35.25,7.29,37.88,706.4599999999999
2023-05,TRK_E_037,42273,126.82,17875,53.63,25385,76.16,57.07,18.47,3.75,18.41,354.31
2023-05,TRK_E_038,34805,104.42,14560,43.68,19125,57.38,46.44,14.69,2.95,14.74,284.3
2023-05,TRK_E_039,98768,296.3,44269,132.81,55754,167.26,121.07,40.32,8.46,40.29,806.5100000000001
2023-05,TRK_E_040,36300,108.9,15292,45.88,21662,64.99,45.07,16.33,3.12,15.78,300.06999999999994
2023-05,TRK_E_041,131869,395.61,52765,158.3,75189,225.57,159.93,53.29,10.78,52.04,1055.52
2023-05,TRK_E_042,71652,214.96,31381,94.14,42134,126.4,91.2,29.98,6.12,29.23,592.0300000000001
2023-05,TRK_E_043,82762,248.29,37996,113.99,48684,146.05,107.25,36.6,7.26,36.76,696.1999999999999
2023-05,TRK_E_044,67579,202.74,30694,92.08,40482,121.45,88.83,29.45,5.85,28.94,569.34
2023-05,TRK_E_045,156029,468.09,67321,201.97,86944,260.83,210.43,69.78,13.41,69.51,1294.02
2023-05,TRK_E_046,95192,285.58,38157,114.47,54415,163.25,116.27,41.14,7.93,39.5,768.1399999999999
